9495.413715	0.40114
9487.666034	0.38728
9480.020856	0.38952
9472.298264	0.39536
9464.588243	0.40346
9456.980197	0.40664
9449.295083	0.39669
9441.711593	0.4023
9434.051265	0.4098
9426.492214	0.39845
9418.856551	0.40042
9411.233248	0.41147
9403.710704	0.4017
9396.111889	0.39716
9388.61349	0.40507
9381.039044	0.4056
9373.47681	0.40806
9366.01448	0.40409
9358.47644	0.40267
9351.037965	0.40619
9343.524004	0.41011
9336.022108	0.40923
9328.619271	0.40342
9321.141281	0.39939
9313.762015	0.39938
9306.307815	0.40216
9298.865538	0.39819
9291.521487	0.40088
9284.102831	0.40185
9276.78207	0.39634
9269.386923	0.39772
9262.003557	0.39954
9254.717592	0.39788
9247.357568	0.39382
9240.094619	0.39498
9232.757825	0.39673
9225.517782	0.39203
9218.204109	0.39631
9210.902024	0.39136
9203.696204	0.38664
9196.417076	0.38916
9189.233894	0.38507
9181.977614	0.38668
9174.732786	0.38009
9167.583425	0.37666
9160.361285	0.37999
9153.234295	0.37991
9146.034737	0.38391
9138.846495	0.37475
9131.752931	0.37398
9124.587112	0.37653
9117.515659	0.3661
9110.372159	0.35996
9103.239843	0.36397
9096.201426	0.35987
9089.091273	0.36047
9082.074709	0.36291
9074.986614	0.3579
9067.909575	0.35589
9060.925664	0.35266
9053.87053	0.3545
9046.908219	0.35024
9039.874888	0.34389
9032.852484	0.34023
9025.922449	0.34286
9018.921698	0.33785
9012.013013	0.33526
9005.033814	0.32981
8998.146382	0.31924
8991.188635	0.32155
8984.24164	0.31927
8977.385965	0.31865
8970.460274	0.31797
8963.625607	0.31483
8956.721124	0.30595
8949.827268	0.30221
8943.023994	0.30185
8936.1512	0.29937
8929.368694	0.2977
8922.516864	0.29272
8915.675541	0.28582
8908.924069	0.28196
8902.103567	0.28381
8895.372627	0.2792
8888.572851	0.27231
8881.783462	0.272
8875.083204	0.2697
8868.314399	0.26915
8861.63444	0.26642
8854.886126	0.26077
8848.148083	0.25478
8841.498457	0.25322
8834.780765	0.25807
8828.151209	0.24878
8821.453776	0.23749
8814.766497	0.23537
8808.166932	0.23784
8801.499776	0.23468
8794.920054	0.22669
8788.272929	0.22562
8781.712961	0.2216
8775.085776	0.2141
8768.468587	0.20655
8761.938141	0.20598
8755.340758	0.20726
8748.829844	0.20451
8742.252179	0.20249
8735.684397	0.19854
8729.202675	0.19295
8722.654478	0.18853
8716.19207	0.18799
8709.663372	0.18567
8703.144446	0.18382
8696.710904	0.18479
8690.211346	0.18299
8683.796903	0.17841
8677.316627	0.17434
8670.846014	0.17086
8664.460117	0.17274
8658.008658	0.16778
8651.641649	0.16375
8645.209257	0.16254
8638.786423	0.16096
8632.447644	0.15996
8626.043751	0.15912
8619.723652	0.1585
8613.338616	0.15775
8606.963033	0.15499
8600.670852	0.15362
8594.314002	0.15496
8588.040295	0.15368
8581.702095	0.15047
8575.446781	0.14612
8569.127149	0.1461
8562.816824	0.15196
8556.589001	0.15181
8550.297123	0.14872
8544.087491	0.147
8537.813978	0.1489
8531.549671	0.14921
8525.36723	0.15258
8519.121167	0.1492
8512.95672	0.14632
8506.728822	0.14777
8500.510031	0.1516
8494.372478	0.15234
8488.171733	0.15051
8482.051978	0.14449
8475.8692	0.14831
8469.69543	0.1526
8463.602278	0.15627
8457.446359	0.15961
8451.370812	0.15973
8445.232666	0.15694
8439.10343	0.15569
8433.054199	0.15756
8426.942621	0.16105
8420.910806	0.16127
8414.816809	0.15804
8408.731627	0.15818
8402.725844	0.1634
8396.65813	0.16677
8390.669575	0.16624
8384.619254	0.1636
8378.647854	0.16355
8372.614851	0.16319
8366.590531	0.16574
8360.644773	0.16925
8354.637659	0.17393
8348.708872	0.17549
8342.718892	0.17296
8336.737501	0.17165
8330.834083	0.16897
8324.869716	0.16922
8318.983088	0.17312
8313.035671	0.17497
8307.096753	0.1786
8301.235224	0.18309
8295.313148	0.18011
8289.468231	0.17976
8283.562926	0.18126
8277.666029	0.18309
8271.845945	0.18639
8265.965713	0.18864
8260.162064	0.19244
8254.298426	0.19356
8248.443106	0.19488
8242.664029	0.19694
8236.825198	0.19958
8231.062383	0.20155
8225.239971	0.20357
8219.425791	0.20763
8213.687288	0.20876
8207.889423	0.21106
8202.167013	0.21419
8196.385394	0.21338
8190.679007	0.21657
8184.913567	0.21898
8179.156238	0.22009
8173.473808	0.22475
8167.732556	0.2267
8162.065982	0.22514
8156.340739	0.22802
8150.623523	0.23202
8144.980656	0.23255
8139.279348	0.22882
8133.652172	0.23085
8127.966708	0.23535
8122.289186	0.2372
8116.68547	0.24012
8111.023692	0.24407
8105.435505	0.24482
8099.789405	0.24462
8094.151166	0.24671
8088.586196	0.24903
8082.963538	0.25092
8077.413935	0.25364
8071.806793	0.2551
8066.207431	0.25338
8060.680805	0.25345
8055.096863	0.25666
8049.585446	0.26145
8044.01686	0.26255
8038.520591	0.26317
8032.967298	0.2632
8027.421672	0.26494
8021.94805	0.26913
8016.417623	0.27175
8010.958992	0.27058
8005.443702	0.26967
7999.936001	0.27158
7994.499784	0.27542
7989.007126	0.27986
7983.585748	0.28112
7978.108071	0.28162
7972.637907	0.28394
7967.238714	0.28563
7961.783439	0.28445
7956.398934	0.28517
7950.958488	0.28865
7945.525477	0.29177
7940.162932	0.29436
7934.74466	0.29582
7929.396652	0.2981
7923.993059	0.29942
7918.596825	0.29863
7913.270555	0.29986
7907.88891	0.3024
7902.57703	0.30535
7897.209916	0.30827
7891.850086	0.30892
7886.559725	0.31123
7881.214338	0.31504
7875.938221	0.31672
7870.607217	0.31709
7865.345289	0.31878
7860.028611	0.32269
7854.719115	0.32611
7849.478402	0.32775
7844.183146	0.32797
7838.956478	0.32825
7833.675404	0.33045
7828.40144	0.33288
7823.195775	0.33334
7817.935909	0.33481
7812.744148	0.33751
7807.498321	0.34058
7802.259534	0.34408
7797.088567	0.34579
7791.863736	0.34781
7786.706535	0.35041
7781.495603	0.34942
7776.291642	0.34854
7771.155027	0.35047
7765.964882	0.35436
7760.841896	0.35767
7755.665514	0.36063
7750.496032	0.3615
7745.393427	0.36199
7740.237625	0.36417
7735.148515	0.36472
7730.006339	0.36458
7724.870995	0.36649
7719.802064	0.36662
7714.680265	0.36616
7709.624695	0.36871
7704.516388	0.3698
7699.474126	0.36939
7694.379256	0.37095
7689.291124	0.37273
7684.268765	0.37422
7679.193992	0.37486
7674.18481	0.37493
7669.123343	0.37596
7664.068547	0.37691
7659.079072	0.37887
7654.037505	0.38278
7649.061078	0.3843
7644.032686	0.38381
7639.010901	0.38492
7634.053988	0.38548
7629.045301	0.38469
7624.101309	0.38608
7619.105669	0.38993
7614.116572	0.39266
7609.191904	0.39324
7604.215777	0.39232
7599.303904	0.3915
7594.340697	0.39155
7589.38397	0.39192
7584.491232	0.39188
7579.547349	0.39201
7574.667283	0.39336
7569.736195	0.39492
7564.811523	0.39721
7559.950407	0.39971
7555.038455	0.40064
7550.189887	0.39967
7545.290607	0.39831
7540.454539	0.39867
7535.56788	0.39963
7530.687552	0.40179
7525.870179	0.40327
7521.002399	0.40425
7516.197405	0.40691
7511.342127	0.40943
7506.493117	0.41119
7501.706638	0.41057
7496.870057	0.40785
7492.095839	0.40715
7487.271638	0.40857
7482.453646	0.40998
7477.697766	0.4087
7472.892084	0.40484
7468.148347	0.40133
7463.354927	0.39927
7458.567657	0.40183
7453.842083	0.40579
7449.067004	0.40479
7444.353458	0.40319
7439.590525	0.40451
7434.833683	0.40621
7430.138126	0.4082
7425.39336	0.40851
7420.709717	0.40784
7415.976981	0.40824
7411.250278	0.40808
7406.584454	0.40859
7401.869712	0.40921
7397.215688	0.40854
7392.512863	0.40725
7387.870594	0.40613
7383.17964	0.40678
7378.49464	0.40894
7373.869954	0.41115
7369.196758	0.41093
7364.583717	0.40938
7359.922279	0.4088
7355.266739	0.40865
7350.671116	0.40885
7346.027268	0.41141
7341.443181	0.41651
7336.810982	0.41944
7332.184624	0.41756
7327.617791	0.41449
7323.003017	0.41384
7318.447611	0.41464
7313.844376	0.41595
7309.246928	0.41606
7304.708615	0.4163
7300.122642	0.41785
7295.595649	0.41769
7291.021108	0.41821
7286.452299	0.4205
7281.94224	0.4209
7277.384799	0.42158
7272.885954	0.42369
7268.339838	0.42285
7263.852166	0.4202
7259.317334	0.41936
7254.78816	0.42013
7250.317201	0.42287
7245.799248	0.427
7241.339358	0.43053
7236.832583	0.43257
7232.331414	0.43212
7227.888083	0.42951
7223.398031	0.42818
7218.965667	0.42874
7214.486689	0.43023
7210.013266	0.43254
7205.597308	0.43521
7201.134899	0.43596
7196.729806	0.43506
7192.27837	0.43653
7187.832437	0.44057
7183.443599	0.4431
7179.008579	0.44372
7174.630507	0.44541
7170.206359	0.44804
7165.787663	0.44984
7161.425697	0.45127
7157.017814	0.45261
7152.666514	0.45362
7148.269404	0.45369
7143.877697	0.4522
7139.542355	0.45041
7135.161362	0.44996
7130.83659	0.45097
7126.46627	0.453
7122.152029	0.45481
7117.792346	0.45504
7113.437996	0.45548
7109.13951	0.45824
7104.795737	0.46153
7100.507686	0.46314
7096.174452	0.46326
7091.846504	0.46291
7087.574065	0.46336
7083.256598	0.46369
7078.9945	0.46252
7074.687476	0.46126
7070.38569	0.46128
7066.139062	0.46056
7061.847662	0.45916
7057.611281	0.45972
7053.33023	0.46333
7049.054369	0.46739
7044.833319	0.46886
7040.567751	0.46895
7036.356856	0.46874
7032.101544	0.46702
7027.851375	0.46464
7023.655672	0.4638
7019.415704	0.46354
7015.230064	0.46337
7011.000259	0.46421
7006.775552	0.4648
7002.604969	0.46535
6998.39037	0.46641
6994.22976	0.46731
6990.025234	0.46867
6985.874562	0.46955
6981.680071	0.46905
6977.490615	0.46816
6973.354811	0.46697
6969.175337	0.46627
6965.049382	0.46672
6960.879855	0.46695
6956.715317	0.46615
6952.604098	0.46513
6948.449454	0.4652
6944.347995	0.46517
6940.203209	0.46317
6936.063368	0.46055
6931.976514	0.4589
6927.846479	0.45828
6923.7693	0.45785
6919.649035	0.45689
6915.533672	0.45594
6911.470968	0.45698
6907.365324	0.45993
6903.312209	0.46167
6899.216249	0.46088
6895.125147	0.45809
6891.08638	0.45439
6887.00491	0.45249
6882.975648	0.45326
6878.903778	0.45437
6874.836723	0.45326
6870.821682	0.45005
